probe chr TSS NAME strand
391109 1 158435272 OR10K1 +
391107 1 158390656 OR10K2 -
121130 12 56030644 OR10P1 +
219960 11 57996390 OR10Q1 -
343406 1 158449668 OR10R2 +
219873 11 123848488 OR10S1 -
128360 1 158369256 OR10T2 -
390201 11 59481337 OR10V1 -
81341 11 58035732 OR10W1 -
128367 1 158549689 OR10X1 -
128368 1 158576229 OR10Z1 +
26531 6 29424848 OR11A1 -
390439 14 20665495 OR11G2 +
81061 22 16449805 OR11H1 +
440153 14 19377522 OR11H12 +
390442 14 20710898 OR11H4 +
122748 14 20691791 OR11H6 +
391189 1 248005254 OR11L1 -
26529 6 29364416 OR12D2 +
81797 6 29343068 OR12D3 -
79290 10 45811056 OR13A1 -
392376 9 107367951 OR13C2 -
138803 9 107299137 OR13C3 -
138804 9 107289490 OR13C4 -
138799 9 107361788 OR13C5 -
138802 9 107331449 OR13C8 +
286362 9 107380485 OR13C9 -
286365 9 107456660 OR13D1 +
138805 9 107266455 OR13F1 +
441933 1 247836365 OR13G1 -
392309 9 35870461 OR13J1 -
284532 1 247979031 OR14A16 -
127066 1 248512077 OR14C36 +
401994 1 248845629 OR14I1 -
442191 6 29274403 OR14J1 +
8383 17 3118915 OR1A1 +
26189 17 3100813 OR1A2 +
347169 9 125391852 OR1B1 -
26188 1 247921982 OR1C1 -
4991 17 2996290 OR1D2 -
8386 17 2966901 OR1D5 -
8387 17 3301704 OR1E1 -
8388 17 3337135 OR1E2 -
4992 16 3254247 OR1F1 +
8390 17 3030875 OR1G1 -
126370 19 15197791 OR1I1 +
347168 9 125240235 OR1J1 -
26740 9 125273081 OR1J2 +
26219 9 125281420 OR1J4 +
392392 9 125562370 OR1K1 +
26737 9 125423845 OR1L1 +
26735 9 125437315 OR1L3 +
254973 9 125486269 OR1L4 +
392390 9 125512019 OR1L6 +
138881 9 125330838 OR1L8 -
125963 19 9203855 OR1M1 +
138883 9 125289572 OR1N1 -
138882 9 125315391 OR1N2 +
158131 9 125376948 OR1Q1 +
219959 11 57982217 OR1S1 +
219958 11 57971653 OR1S2 -
346528 7 144015218 OR2A1 +
346525 7 143792141 OR2A12 +
135941 7 143826151 OR2A14 +
442361 7 143806607 OR2A2 +
392138 7 143771275 OR2A25 +
79541 6 132022635 OR2A4 -
402317 7 143929936 OR2A42 -
393046 7 143747461 OR2A5 +
401427 7 143956815 OR2A7 -
81392 7 99474680 OR2AE1 -
144125 11 6806248 OR2AG1 +
338755 11 6790286 OR2AG2 -
391191 1 248128535 OR2AK2 +
121129 12 55968199 OR2AP1 +
341152 11 74800799 OR2AT4 -
127623 1 247615308 OR2B11 -
81697 6 27880174 OR2B2 -
442184 6 29055090 OR2B3 -
26212 6 27925019 OR2B6 +
4993 16 3405889 OR2C1 +
81472 1 247697141 OR2C3 -
120776 11 6913830 OR2D2 -
120775 11 6942205 OR2D3 +
26211 7 143657027 OR2F1 +
135948 7 143632259 OR2F2 +
81470 1 247751662 OR2G2 +
81469 1 247768856 OR2G3 +
391211 1 248684916 OR2G6 +
26716 6 29424958 OR2H1 +
7932 6 29555683 OR2H2 +
26707 6 29141311 OR2J2 +
442186 6 29079668 OR2J3 +
26248 9 114090800 OR2K2 -
284521 1 248100493 OR2L13 +
26246 1 248201474 OR2L2 +
391192 1 248223984 OR2L3 +
81466 1 248185250 OR2L5 +
391190 1 248112160 OR2L8 +
391194 1 248343288 OR2M2 +
127062 1 248366332 OR2M3 +
26245 1 248402231 OR2M4 +
127059 1 248308450 OR2M5 +
391196 1 248487899 OR2M7 -
56656 9 35958151 OR2S2 -
26696 1 248569296 OR2T1 +
127069 1 248757100 OR2T10 -
127077 1 248790491 OR2T11 -
127064 1 248458880 OR2T12 -
401992 1 248616077 OR2T2 +
403239 1 248814185 OR2T27 -
343563 1 248722797 OR2T29 -
343173 1 248636627 OR2T3 +
391195 1 248437138 OR2T33 -
127068 1 248738080 OR2T34 -
403244 1 248802559 OR2T35 -
127074 1 248524883 OR2T4 +
401993 1 248651885 OR2T5 +
254879 1 248550910 OR2T6 +
343172 1 248084320 OR2T8 +
26693 5 180552304 OR2V1 -
285659 5 180581943 OR2V2 +
26692 6 29013017 OR2W1 -
343171 1 248031277 OR2W3 +
134083 5 180167099 OR2Y1 -
284383 19 8841316 OR2Z1 +
4994 17 3195876 OR3A1 -
4995 17 3182268 OR3A2 -
8392 17 3323862 OR3A3 +
81328 11 55135360 OR4A15 +
81327 11 55110627 OR4A16 +
403253 11 48510269 OR4A47 +
81318 11 51412448 OR4A5 +
119765 11 48238344 OR4B1 +
219429 11 55371874 OR4C11 -
283093 11 50004071 OR4C12 -
283092 11 49973943 OR4C13 +
81309 11 55321783 OR4C15 +
219428 11 55339604 OR4C16 +
256144 11 48346472 OR4C3 +
119749 11 51515282 OR4C46 -
219432 11 55432614 OR4C6 +
26689 17 56232494 OR4D1 +
390197 11 59244846 OR4D10 +
219986 11 59271049 OR4D11 +
124538 17 56247017 OR4D2 +
219875 11 123810250 OR4D5 +
219983 11 59224411 OR4D6 +
390199 11 59282386 OR4D9 +
26686 14 22133297 OR4E2 +
390649 15 102358366 OR4F15 +
81399 1 622053 OR4F16 -
81099 19 107471 OR4F17 +
441308 8 117043 OR4F21 -
729759 1 367640 OR4F29 -
26683 5 180794269 OR4F3 +
26682 15 102463298 OR4F4 -
79501 1 69091 OR4F5 +
390648 15 102345902 OR4F6 +
79544 14 20403767 OR4K1 +
390433 14 20502919 OR4K13 -
122740 14 20483352 OR4K14 -
81127 14 20443603 OR4K15 +
390436 14 20585566 OR4K17 +
390431 14 20344391 OR4K2 +
79317 14 20388741 OR4K5 +
122742 14 20528204 OR4L1 +
441670 14 20248401 OR4M1 +
390538 15 22368478 OR4M2 +
390429 14 20187174 OR4N2 +
283694 15 22382382 OR4N4 +
390437 14 20611895 OR4N5 +
81300 11 55405834 OR4P4 +
441669 14 20215587 OR4Q3 +
256148 11 48327775 OR4S1 +
219431 11 55418380 OR4S2 +
390113 11 48285413 OR4X1 +
119764 11 48266608 OR4X2 +
401667 11 4976943 OR51A2 -
401666 11 4968356 OR51A4 -
119687 11 4928600 OR51A7 +
79345 11 5345582 OR51B2 -
79339 11 5323226 OR51B4 -
282763 11 5364809 OR51B5 -
390058 11 5372738 OR51B6 +
390038 11 4660945 OR51D1 +
143503 11 4664650 OR51E1 +
81285 11 4719084 OR51E2 -
256892 11 4791168 OR51F1 -
119694 11 4842551 OR51F2 +
79324 11 4945637 OR51G1 -
81282 11 4936922 OR51G2 -
390063 11 5462744 OR51I1 -
390064 11 5474638 OR51I2 +
119682 11 5020213 OR51L1 +
390059 11 5410607 OR51M1 +
390061 11 5443341 OR51Q1 +
119692 11 4870514 OR51S1 -
401665 11 4903049 OR51T1 +
283111 11 5221930 OR51V1 -
23538 11 5207612 OR52A1 -
390054 11 5153872 OR52A5 -
255725 11 6191638 OR52B2 -
143496 11 4389616 OR52B4 -
340980 11 5602107 OR52B6 +
390066 11 5509915 OR52D1 +
119678 11 5080857 OR52E2 -
390081 11 5905501 OR52E4 +
390078 11 5863182 OR52E6 -
390079 11 5878964 OR52E8 -
390067 11 5566779 OR52H1 -
390037 11 4615037 OR52I1 +
143502 11 4608021 OR52I2 +
119679 11 5067756 OR52J3 +
390036 11 4510109 OR52K1 +
119774 11 4470525 OR52K2 +
338751 11 6008215 OR52L1 -
119772 11 4566421 OR52M1 +
79473 11 5810046 OR52N1 -
390077 11 5841544 OR52N2 +
390072 11 5775923 OR52N4 +
390075 11 5799897 OR52N5 -
119695 11 4825847 OR52R1 -
120787 11 6220376 OR52W1 +
120796 11 6048971 OR56A1 -
390083 11 5968570 OR56A3 +
120793 11 6024424 OR56A4 -
387748 11 5757681 OR56B1 +
196335 11 6128914 OR56B4 +
219982 11 59210617 OR5A1 +
219981 11 59190449 OR5A2 -
81050 3 97806017 OR5AC2 +
390181 11 56756347 OR5AK2 +
390195 11 59131885 OR5AN1 +
338675 11 56409947 OR5AP2 -
219493 11 56431138 OR5AR1 +
219447 11 55797895 OR5AS1 +
390445 14 21624222 OR5AU1 -
390191 11 58207646 OR5B12 -
219965 11 58126542 OR5B17 -
390190 11 58190786 OR5B2 -
219968 11 58275578 OR5B21 -
441608 11 58170882 OR5B3 -
392391 9 125551150 OR5C1 +
390142 11 55540914 OR5D13 +
219436 11 55563032 OR5D14 +
390144 11 55606228 OR5D16 +
219438 11 55587086 OR5D18 +
338674 11 55762101 OR5F1 -
26341 3 97851542 OR5H1 +
403273 3 97868170 OR5H14 +
403274 3 97887544 OR5H15 +
79310 3 98001732 OR5H2 +
79295 3 97983088 OR5H6 +
10798 11 55703876 OR5I1 -
282775 11 55944094 OR5J2 +
26339 3 98188324 OR5K1 +
402135 3 98216448 OR5K2 +
403277 3 98109510 OR5K3 +
403278 3 98072698 OR5K4 +
219437 11 55578854 OR5L1 +
26338 11 55594695 OR5L2 +
390168 11 56380978 OR5M1 -
390167 11 56345263 OR5M10 -
219487 11 56310757 OR5M11 -
219482 11 56238014 OR5M3 -
219484 11 56258871 OR5M8 -
390162 11 56230877 OR5M9 -
120065 11 7818520 OR5P2 -
120066 11 7847519 OR5P3 -
219479 11 56185708 OR5R1 -
390155 11 56043029 OR5T1 +
219464 11 56000737 OR5T2 -
390154 11 56019676 OR5T3 +
81696 6 29399744 OR5V1 -
390148 11 55682058 OR5W2 -
8590 11 6817128 OR6A2 -
135946 7 143701022 OR6B1 +
389090 2 240969906 OR6B2 -
150681 2 240985489 OR6B3 -
390321 12 55714346 OR6C1 +
341416 12 55845998 OR6C2 +
254786 12 55725485 OR6C3 +
341418 12 55944983 OR6C4 +
283365 12 55689016 OR6C6 -
403282 12 55794214 OR6C65 +
403284 12 55886147 OR6C68 +
390327 12 55863922 OR6C70 -
254783 12 55640982 OR6C74 +
390323 12 55758895 OR6C75 +
390326 12 55820038 OR6C76 +
343169 1 247876105 OR6F1 -
81448 1 158670486 OR6K2 -
391114 1 158687953 OR6K3 -
128371 1 158724510 OR6K6 +
390261 11 123677095 OR6M1 -
128372 1 158736492 OR6N1 -
81442 1 158747425 OR6N2 -
128366 1 158533394 OR6P1 -
219952 11 57798402 OR6Q1 +
341799 14 21109850 OR6S1 -
219874 11 123814580 OR6T1 -
346517 7 142749417 OR6V1 +
390260 11 123625253 OR6X1 -
391112 1 158517895 OR6Y1 -
390892 19 14952689 OR7A10 -
26333 19 14992264 OR7A17 -
26659 19 14946188 OR7A5 -
26664 19 14911023 OR7C1 -
26658 19 15052301 OR7C2 +
162998 19 9296279 OR7D2 +
125958 19 9325542 OR7D4 -
26648 19 9361606 OR7E24 +
125962 19 9226439 OR7G1 -
390882 19 9213982 OR7G2 -
390883 19 9237626 OR7G3 -
390275 11 124439893 OR8A1 +
219858 11 124413575 OR8B12 -
26595 11 124253258 OR8B2 -
390271 11 124267264 OR8B3 -
283162 11 124294789 OR8B4 -
26493 11 124311054 OR8B8 -
283159 11 124180733 OR8D1 -
283160 11 124190184 OR8D2 -
338662 11 123777109 OR8D4 +
219865 11 124134723 OR8G5 +
219469 11 56058566 OR8H1 -
390151 11 55872519 OR8H2 +
390152 11 55889849 OR8H3 +
120586 11 55860753 OR8I2 +
219477 11 56127691 OR8J1 +
81168 11 55905194 OR8J3 -
390157 11 56113421 OR8K1 +
219473 11 56085783 OR8K3 +
219453 11 55927793 OR8K5 -
341568 12 48901137 OR8S1 +
219417 11 56143100 OR8U1 +
135924 7 142724282 OR9A2 -
130075 7 141618617 OR9A4 +
390174 11 56467864 OR9G1 +
283189 11 56511287 OR9G4 -
219954 11 57886916 OR9I1 -
441639 12 55523465 OR9K2 +
219956 11 57791353 OR9Q1 +
219957 11 57957906 OR9Q2 +
84876 12 122064455 ORAI1 +
80228 7 102073553 ORAI2 +
93129 16 30960387 ORAI3 +
220064 11 69490184 ORAOV1 -
4998 1 52870131 ORC1 -
4999 2 201828403 ORC2 -
23595 6 88299839 ORC3 +
5000 2 148779147 ORC4 -
5001 7 103848495 ORC5 -
23594 16 46723555 ORC6 +
5004 9 117085336 ORM1 +
5005 9 117092149 ORM2 +
94101 2 190649097 ORMDL1 -
29095 12 56211703 ORMDL2 +
94103 17 38083854 ORMDL3 -
10956 12 58087738 OS9 +
5007 11 59383617 OSBP -
23762 22 31089769 OSBP2 +
114884 3 32119072 OSBPL10 -
114885 3 125313934 OSBPL11 -
114876 18 21977844 OSBPL1A -
9885 20 60813580 OSBPL2 +
26031 7 25021253 OSBPL3 -
114879 11 3187969 OSBPL5 -
114880 2 179059208 OSBPL6 +
114881 17 45899200 OSBPL7 -
114882 12 76953589 OSBPL8 -
114883 1 52042851 OSBPL9 +
126014 19 54606000 OSCAR -
127700 1 36916086 OSCP1 -
51526 20 42839431 OSER1 -
55644 14 20923264 OSGEP -
64172 2 190627953 OSGEPL1 -
29948 16 83981887 OSGIN1 +
734 8 90914087 OSGIN2 +
5008 22 30662829 OSM -
9180 5 38845960 OSMR +
130497 2 19558414 OSR1 -
116039 8 99956631 OSR2 +
100128731 2 27294641 OST4 -
58505 4 109571740 OSTC +
26578 9 77703459 OSTF1 +
28962 6 108487058 OSTM1 -
344901 3 190917030 OSTN +
146183 16 21689835 OTOA +
9381 2 26781566 OTOF -
340990 11 17568920 OTOG +
283310 12 80603233 OTOGL +
131149 3 161214596 OTOL1 +
133060 4 4228616 OTOP1 -
92736 17 72920370 OTOP2 +
347741 17 72931814 OTOP3 +
56914 20 16729003 OTOR +
150677 2 241083979 OTOS -
23440 5 76935513 OTP -
55611 11 63753325 OTUB1 +
78990 14 94492675 OTUB2 +
220213 10 23728198 OTUD1 +
23252 1 20209006 OTUD3 +
54726 4 146101313 OTUD4 -
51633 8 92082424 OTUD6B +
161725 15 32162992 OTUD7A -
56957 1 149982625 OTUD7B -
5013 2 63277192 OTX1 +
5015 14 57277197 OTX2 -
124641 17 1945327 OVCA2 +
341350 12 29650619 OVCH1 -
5016 1 111970399 OVGP1 -
5017 11 65554493 OVOL1 +
58495 20 18039832 OVOL2 -
728361 19 36602104 OVOL3 +
5018 14 23235731 OXA1L +
5019 5 41870621 OXCT1 -
64064 1 40237020 OXCT2 -
165140 2 42991401 OXER1 -
27199 13 97646984 OXGR1 -
339229 17 79633665 OXLD1 -
92106 3 16306706 OXNAD1 +
55074 8 107282473 OXR1 +
54995 3 25824408 OXSM +
9943 3 38206580 OXSR1 +
5020 20 3052266 OXT +
5021 3 8811314 OXTR -
5023 17 3819794 P2RX1 -
22953 12 133195366 P2RX2 +
5024 11 57105848 P2RX3 +
5025 12 121647660 P2RX4 +
5026 17 3599698 P2RX5 -
9127 22 21364097 P2RX6 +
5027 12 121570622 P2RX7 +
5028 3 152552736 P2RY1 +
5032 19 10222214 P2RY11 +
64805 3 151102600 P2RY12 -
53829 3 151047336 P2RY13 -
9934 3 150996255 P2RY14 -
5029 11 72929343 P2RY2 +
5031 11 72975550 P2RY6 +
5033 10 74856732 P4HA1 -
8974 5 131631008 P4HA2 -
283208 11 74022702 P4HA3 -
5034 17 79818570 P4HB -
54681 3 49027319 P4HTM +
5036 12 56498103 PA2G4 +
80227 11 73587744 PAAF1 +
26986 8 101735037 PABPC1 -
80336 20 43538703 PABPC1L +
5042 13 25670300 PABPC3 +
8761 1 40042462 PABPC4 -
132430 4 135122903 PABPC4L -
8106 14 23790498 PABPN1 +
390748 16 88933068 PABPN1L -
135138 6 163148164 PACRG +
133015 4 20697905 PACRGL +
55690 11 65837834 PACS1 +
23241 14 105766900 PACS2 +
29993 6 34433916 PACSIN1 +
11252 22 43411151 PACSIN2 -
29763 11 47207994 PACSIN3 -
29943 1 17531621 PADI1 +
11240 1 17445948 PADI2 -
51702 1 17575593 PADI3 +
23569 1 17634690 PADI4 +
5047 9 138453602 PAEP +
54623 19 39881835 PAF1 -
5048 17 2496504 PAFAH1B1 +
5049 11 117014983 PAFAH1B2 +
5050 19 42807698 PAFAH1B3 -
5051 1 26324648 PAFAH2 -
55824 8 82024303 PAG1 -
79447 16 29827285 PAGR1 +
5053 12 103352188 PAH -
10606 4 57301907 PAICS +
10605 5 43557860 PAIP1 -
51247 5 138677276 PAIP2 +
400961 2 71454213 PAIP2B -
5058 11 77185680 PAK1 -
55003 6 10694928 PAK1IP1 +
5062 3 196466728 PAK2 +
10298 19 39616410 PAK4 +
56924 15 40509629 PAK6 +
57144 20 9819689 PAK7 -
79728 16 23652631 PALB2 -
27143 10 72238577 PALD1 +
23022 4 169418217 PALLD +
5064 19 708953 PALM +
114299 9 112403068 PALM2 +
342979 19 14169971 PALM3 -
54873 1 100111499 PALMD +
5066 5 102089685 PAM +
51025 16 4405608 PAM16 -
25891 11 35551848 PAMR1 -
9924 12 56727837 PAN2 -
255967 13 28712643 PAN3 +
53354 10 91405215 PANK1 -
80025 20 3869486 PANK2 +
79646 5 168006605 PANK3 -
55229 1 2458039 PANK4 -
24145 11 93862094 PANX1 +
56666 22 50609160 PANX2 +
116337 11 124481386 PANX3 +
196743 10 135192695 PAOX +
167153 5 78907943 PAPD4 +
64282 16 50186829 PAPD5 +
11044 5 6714718 PAPD7 +
390928 19 39574553 PAPL +
89932 14 73704205 PAPLN +
10914 14 96967770 PAPOLA +
56903 7 4901625 PAPOLB -
64895 2 60983365 PAPOLG +
5069 9 118916083 PAPPA +
60676 1 176432307 PAPPA2 +
9061 4 108641608 PAPSS1 -
9060 10 89419370 PAPSS2 +
152559 4 79860592 PAQR3 -
124222 16 3019246 PAQR4 +
54852 15 69591286 PAQR5 +
79957 1 156217881 PAQR6 -
164091 1 26197744 PAQR7 -
85315 6 52226219 PAQR8 +
344838 3 142682178 PAQR9 -
56288 10 35104253 PARD3 -
117583 2 205410516 PARD3B +
50855 16 67694849 PARD6A +
84612 20 49348081 PARD6B +
84552 18 78005429 PARD6G -
8505 10 51130715 PARG -
5071 6 163148803 PARK2 -
11315 1 8014351 PARK7 +
55486 3 183602721 PARL -
25849 4 75858305 PARM1 +
5073 16 14726585 PARN -
142 1 226595780 PARP1 -
84875 8 145086940 PARP10 -
57097 12 3982608 PARP11 -
64761 7 139763521 PARP12 -
54625 3 122399465 PARP14 +
165631 3 122296449 PARP15 +
54956 15 65592956 PARP16 -
10038 14 20811741 PARP2 +
10039 3 51976361 PARP3 +
143 13 25086948 PARP4 -
56965 15 72565340 PARP6 -
79668 5 49961733 PARP8 +
83666 3 122283424 PARP9 -
55010 12 102513956 PARPBP +
25973 1 55230187 PARS2 -
55742 11 12398732 PARVA +
29780 22 44395091 PARVB +
64098 22 44568836 PARVG +
23178 2 242089679 PASK -
160065 11 125616188 PATE1 +
399967 11 125648714 PATE2 -
100169851 11 125658006 PATE3 +
399968 11 125703211 PATE4 +
219988 11 59436453 PATL1 -
197135 15 45003514 PATL2 -
23598 22 31742218 PATZ1 -
5074 12 80084877 PAWR -
5075 20 21686297 PAX1 +
5076 10 102495360 PAX2 +
5077 2 223163715 PAX3 -
5078 7 127255982 PAX4 -
5079 9 37034103 PAX5 -
5080 11 31839509 PAX6 -
5081 1 18957500 PAX7 +
7849 2 114036527 PAX8 -
5083 14 37126773 PAX9 +
94104 21 34144169 PAXBP1 -
22976 7 154794794 PAXIP1 -
55872 8 27695612 PBK -
64081 10 70092806 PBLD -
59351 6 138539627 PBOV1 -
55193 3 52719933 PBRM1 -
5087 1 164524821 PBX1 +
5089 6 32157963 PBX2 -
5090 9 128509624 PBX3 +
80714 19 19729725 PBX4 -
57326 1 154928599 PBXIP1 -
5091 11 66725847 PC -
5092 10 72648541 PCBD1 -
84105 5 134240596 PCBD2 +
5093 2 70314585 PCBP1 +
5094 12 53835525 PCBP2 +
54039 21 47063608 PCBP3 +
57060 3 52002426 PCBP4 -
5095 13 100741269 PCCA +
5096 3 135969148 PCCB +
5097 5 141258811 PCDH1 -
57575 4 134070470 PCDH10 +
51294 5 141349304 PCDH12 -
65217 10 57387702 PCDH15 -
27253 13 58205944 PCDH17 +
54510 4 138453648 PCDH18 -
64881 13 62002220 PCDH20 -
5099 4 30722037 PCDH7 +
5100 13 53422775 PCDH8 -
5101 13 67804468 PCDH9 -
56147 5 140165876 PCDHA1 +
56139 5 140235595 PCDHA10 +
56138 5 140248689 PCDHA11 +
56137 5 140255058 PCDHA12 +
56136 5 140261793 PCDHA13 +
56146 5 140174444 PCDHA2 +
56145 5 140180783 PCDHA3 +
56144 5 140186659 PCDHA4 +
56143 5 140201222 PCDHA5 +
56142 5 140207563 PCDHA6 +
56141 5 140213969 PCDHA7 +
56140 5 140220907 PCDHA8 +
9752 5 140227048 PCDHA9 +
56135 5 140306302 PCDHAC1 +
56134 5 140345820 PCDHAC2 +
29930 5 140430979 PCDHB1 +
56126 5 140571942 PCDHB10 +
56125 5 140579183 PCDHB11 +
56124 5 140588269 PCDHB12 +
56123 5 140593509 PCDHB13 +
56122 5 140602931 PCDHB14 +
56121 5 140625147 PCDHB15 +
57717 5 140560980 PCDHB16 +
56133 5 140474227 PCDHB2 +
56132 5 140480234 PCDHB3 +
56131 5 140501581 PCDHB4 +
26167 5 140514800 PCDHB5 +
56130 5 140529683 PCDHB6 +
56129 5 140552243 PCDHB7 +
56128 5 140557371 PCDHB8 +
56114 5 140710252 PCDHGA1 +
56106 5 140792743 PCDHGA10 +
56105 5 140800762 PCDHGA11 +
26025 5 140810185 PCDHGA12 +
56113 5 140718539 PCDHGA2 +
56112 5 140723601 PCDHGA3 +
56111 5 140734768 PCDHGA4 +
56110 5 140743898 PCDHGA5 +
56109 5 140753651 PCDHGA6 +
56108 5 140762467 PCDHGA7 +
9708 5 140772381 PCDHGA8 +
56107 5 140782520 PCDHGA9 +
56104 5 140729828 PCDHGB1 +
56103 5 140739703 PCDHGB2 +
56102 5 140749831 PCDHGB3 +
8641 5 140767452 PCDHGB4 +
56100 5 140787770 PCDHGB6 +
56099 5 140797427 PCDHGB7 +
5098 5 140855580 PCDHGC3 +
56098 5 140864741 PCDHGC4 +
56097 5 140868808 PCDHGC5 +
64773 20 2821836 PCED1A -
91523 12 47473386 PCED1B +
51585 11 82868030 PCF11 +
84759 2 74735707 PCGF1 -
7703 17 36906070 PCGF2 -
10336 4 699537 PCGF3 +
84333 10 92979908 PCGF5 +
84108 10 105110891 PCGF6 -
55795 13 113863029 PCID2 -
63935 20 44563267 PCIF1 +
5105 20 56136136 PCK1 +
5106 14 24563262 PCK2 +
27445 7 82792246 PCLO -
5108 8 17780349 PCM1 +
5110 6 150070579 PCMT1 +
115294 8 52811735 PCMTD1 -
55251 20 62887094 PCMTD2 +
5111 20 5107272 PCNA -
57092 3 101292939 PCNP +
5116 21 47744036 PCNT +
22990 14 71374122 PCNX +
80003 1 233431459 PCNXL2 -
399909 11 65383244 PCNXL3 +
64430 14 60558629 PCNXL4 +
5118 7 100199800 PCOLCE +
26577 3 142608045 PCOLCE2 -
126006 19 7698634 PCP2 -
5121 21 41239243 PCP4 +
654790 1 161228517 PCP4L1 +
5122 5 95769847 PCSK1 -
5126 20 17206752 PCSK2 +
54760 19 1490751 PCSK4 -
5125 9 78505560 PCSK5 +
5046 15 102065405 PCSK6 -
9159 11 117103241 PCSK7 -
255738 1 55505221 PCSK9 +
58488 17 53828340 PCTP +
51449 2 70484518 PCYOX1 +
78991 5 148737570 PCYOX1L +
5130 3 196014828 PCYT1A -
5833 17 79869340 PCYT2 -
11333 7 99006452 PDAP1 -
5132 1 186430254 PDC -
5133 2 242801060 PDCD1 -
11235 3 167452727 PDCD10 -
22984 10 105156405 PDCD11 +
80380 9 5510545 PDCD1LG2 +
5134 6 170893780 PDCD2 -
84306 19 34895289 PDCD2L +
27250 10 112631565 PDCD4 +
9141 19 33071974 PDCD5 +
10016 5 271736 PDCD6 +
10015 3 33839844 PDCD6IP +
10081 15 65426174 PDCD7 -
5082 9 125590910 PDCL -
132954 4 56458379 PDCL2 -
79031 2 101179152 PDCL3 +
347862 11 777488 PDDC1 -
10846 6 166400091 PDE10A -
50940 2 178973066 PDE11A -
201626 3 57542003 PDE12 +
5136 2 183387919 PDE1A -
5153 12 54943134 PDE1B +
5137 7 32338941 PDE1C -
5138 11 72385635 PDE2A -
5139 12 20522179 PDE3A +
5140 11 14665269 PDE3B +
5141 19 10527449 PDE4A +
5142 1 66258197 PDE4B +
5143 19 18366229 PDE4C -
5144 5 59817947 PDE4D -
9659 1 145076186 PDE4DIP +
8654 4 120550146 PDE5A -
5145 5 149324356 PDE6A -
5158 4 619373 PDE6B +
5146 10 95372345 PDE6C +
5147 2 232650982 PDE6D -
5148 17 79630142 PDE6G -
5149 12 15125956 PDE6H +
5150 8 66754557 PDE7A -
27115 6 136172834 PDE7B +
5151 15 85523671 PDE8A +
8622 5 76506274 PDE8B +
5152 21 44073746 PDE9A +
64146 16 69364498 PDF -
5154 7 559933 PDGFA -
5155 22 39640756 PDGFB -
56034 4 157892546 PDGFC -
80310 11 104035107 PDGFD -
5156 4 55095264 PDGFRA +
5159 5 149535435 PDGFRB -
5157 8 17433942 PDGFRL +
5161 4 96761239 PDHA2 +
5162 3 58419584 PDHB -
8050 11 34937376 PDHX +
64714 16 333152 PDIA2 +
2923 15 44038590 PDIA3 +
9601 7 148725733 PDIA4 -
10954 3 122785909 PDIA5 +
10130 2 10978103 PDIA6 -
149420 1 26437664 PDIK1L +
204474 16 20416059 PDILT -
5163 2 173420101 PDK1 +
5164 17 48172101 PDK2 +
5166 7 95225803 PDK4 -
9124 10 97050781 PDLIM1 -
64236 8 22435792 PDLIM2 +
27295 4 186456766 PDLIM3 -
8572 5 131593364 PDLIM4 +
10611 4 95373037 PDLIM5 +
9260 5 176924607 PDLIM7 -
54704 8 94870035 PDP1 +
57546 16 66912492 PDP2 +
5170 16 2587965 PDPK1 +
10630 1 13909960 PDPN +
55066 16 70147529 PDPR +
81572 20 30539895 PDRG1 -
23244 4 39979576 PDS5A -
23047 13 33160564 PDS5B +
23590 10 26986588 PDSS1 +
57107 6 107780768 PDSS2 -
3651 13 28494157 PDX1 +
23042 16 15068448 PDXDC1 +
8566 21 45138975 PDXK +
57026 22 38054734 PDXP +
5173 20 1974732 PDYN -
23037 5 31639517 PDZD2 +
79849 11 119056166 PDZD3 +
79955 10 102790890 PDZD7 -
118987 10 119134978 PDZD8 -
255762 16 22012433 PDZD9 -
5174 1 145726918 PDZK1 -
10158 1 47656716 PDZK1IP1 -
23024 3 73674091 PDZRN3 -
29951 12 41582250 PDZRN4 +
8682 1 160175127 PEA15 +
79834 15 77712486 PEAK1 -
375033 1 156863490 PEAR1 +
5037 12 118573663 PEBP1 +
157310 8 22857513 PEBP4 -
55825 2 216947678 PECR -
553115 1 32110497 PEF1 -
23089 7 94285637 PEG10 +
5178 19 57352096 PEG3 -
57162 2 64371588 PELI1 -
57161 14 56584532 PELI2 +
246330 11 66234216 PELI3 +
53918 5 52083774 PELO +
27043 17 4607632 PELP1 -
10400 17 17495022 PEMT -
5179 8 57359293 PENK -
5184 19 34012700 PEPD -
5187 17 8059824 PER1 -
8864 2 239198743 PER2 -
8863 1 7844380 PER3 +
64065 6 138428648 PERP -
23481 22 31003070 PES1 -
100131801 19 7694623 PET100 +
100303755 20 18118517 PET117 +
5189 7 92157845 PEX1 -
5192 1 2345236 PEX10 -
8800 15 90234014 PEX11A -
8799 1 145516252 PEX11B -
92960 19 7562335 PEX11G -
5193 17 33905882 PEX12 -
5194 2 61244360 PEX13 +
5195 1 10532345 PEX14 +
9409 11 45940363 PEX16 -
5824 1 160256138 PEX19 -
5828 8 77913280 PEX2 -
55670 22 18560689 PEX26 +
8504 6 143771944 PEX3 +
5830 12 7341281 PEX5 +
51555 3 179754841 PEX5L -
5190 6 42946958 PEX6 -
5191 6 137143717 PEX7 +
5196 4 74847841 PF4 -
5197 4 74718906 PF4V1 +
5198 17 8150936 PFAS +
